SampleID,Isdrillhol,SiO2_4AES_,TiO2_4AES_,Al2O3_4AES,Fe2O3_4AES,MnO_4AES_p,MgO_4AES_p,CaO_4AES_p,Na2O_4AES_,K2O_4AES_p,P2O5_4AES_,Cr2O3_4AES,TOT_C_4AES,TOT_S_4AES,LOI_4AES_p,Sum_4AES_p,Ba_4AES_pp,Cu_1DXMS_p,Pb_1DXMS_p,Zn_1DXMS_p,Ag_1DXMS_p,Au_1DXMS_p,As_1DXMS_p,Sb_1DXMS_p,Bi_1DXMS_p,Cd_1DXMS_p,Hg_1DXMS_p,Tl_1DXMS_p,Se_1DXMS_p,V_4AES_ppm,Ni_1DXMS_p,Co_4AES_pp,Sc_4AES_pp,Rb_4AES_pp,Sr_4AES_pp,Cs_4AES_pp,Sn_4AES_pp,W_4AES_ppm,Mo_1DXMS_p,Ga_4AES_pp,Be_4AES_pp,U_4AES_ppm,Hf_4AES_pp,Ta_4AES_pp,Th_4AES_pp,Nb_4AES_pp,Y_4AES_ppm,Zr_4AES_pp,La_4AES_pp,Ce_4AES_pp,Pr_4AES_pp,Nd_4AES_pp,Sm_4AES_pp,Eu_4AES_pp,Gd_4AES_pp,Tb_4AES_pp,Dy_4AES_pp,Ho_4AES_pp,Er_4AES_pp,Tm_4AES_pp,Yb_4AES_pp,Lu_4AES_pp,Wgt_4AES_k
KL1677,N,48.6,0.935,14.4,12.5,0.19,8.23,8.59,2.94,0.25,0.041,0.041,0.03,<0.02,3,99.73,46,132.4,0.5,48,<0.1,2.9,0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,327,59.1,47.3,43,6,132.9,0.1,<1,<0.5,<0.1,14.7,<1,0,0.8,<0.1,0,1.5,14.6,33.8,1.9,5.3,0.84,5.3,1.5,0.58,2.18,0.41,2.69,0.59,1.6,0.26,1.64,0.26,0.64
73J1382,N,47.68,0.967,14.88,12.92,0.19,7.4,10.53,1.98,0.13,0.095,0.027,0.09,<0.02,2.9,99.76,31,96.9,1.6,57,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,284,81.2,50.2,40,3.3,103.7,<0.1,<1,<0.5,0.2,15.4,<1,0,1.4,0.1,0.3,2.6,20.8,52.1,3.1,8.5,1.34,6.6,2.12,0.77,2.88,0.57,3.46,0.75,2.24,0.36,2.26,0.35,0.8
73S1142,N,48.15,0.978,15.02,12.84,0.19,6.85,9.22,2.46,0.43,0.073,0.048,0.06,<0.02,3.5,99.75,72,73.7,0.3,80,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,0.01,<0.1,<0.5,292,48.3,45.6,42,12.4,178.8,0.5,<1,<0.5,0.2,16.9,<1,0,1.7,0.2,0.3,2.6,19.5,56.9,3.2,9,1.34,6.5,2.25,0.79,2.87,0.55,3.53,0.72,2.34,0.33,2.16,0.34,0.9
73S1116,N,49.99,0.948,14.53,14.22,0.2,6.59,6.36,3.1,0.05,0.077,0.02,0.03,<0.02,3.7,99.76,18,125.5,0.4,75,<0.1,3.4,<0.5,<0.1,<0.1,0.2,<0.01,<0.1,<0.5,314,39.8,46.8,46,1.4,38.3,0.4,<1,<0.5,0.2,12.5,<1,0,1.6,0.2,0.3,2.4,20.7,57.2,3.4,9.9,1.44,7.3,2.34,0.73,3.07,0.58,3.53,0.78,2.51,0.37,2.55,0.38,0.93
76J0234,N,52.73,0.857,13.13,9.84,0.19,6.4,11.05,2.28,0.73,0.109,0.033,0.35,<0.02,2.4,99.78,126,8.8,0.7,21,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,242,17.7,31,37,23.8,154.1,0.5,<1,<0.5,0.2,15.3,<1,0,2,0.3,0.5,3.6,25.3,72.5,4.5,11.6,1.7,8.2,2.66,0.92,3.4,0.66,4.07,0.87,2.74,0.41,2.63,0.41,0.65
73J1161,N,47.93,0.963,14.73,11.3,0.18,7.71,9.96,2.56,0.41,0.071,0.045,0.19,0.02,3.8,99.72,108,92.3,1.3,58,<0.1,1.4,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,268,114.7,44.4,40,10.6,215.9,0.2,<1,<0.5,<0.1,14.5,<1,0,1.6,0.1,0.2,2.3,20.1,52.9,3.2,8.1,1.29,6.3,2.23,0.72,3,0.56,3.54,0.76,2.26,0.37,2.21,0.35,0.47
73J0982,N,49.4,0.918,14.04,13.19,0.2,6.5,10.82,1.55,0.03,0.065,0.019,0.04,0.09,3,99.77,15,125.6,1.6,58,<0.1,<0.5,1.7,<0.1,<0.1,<0.1,<0.01,<0.1,0.8,298,63.2,46.5,45,1.3,92,<0.1,<1,<0.5,0.2,17.4,<1,0,1.8,0.2,0.3,2.2,21.8,54.3,3.1,8.4,1.31,6.4,2.23,0.81,2.99,0.6,3.71,0.78,2.47,0.38,2.44,0.37,0.66
76J0318,N,42.39,0.963,14.62,20.36,0.15,10.75,1.61,1.14,0.17,0.074,0.018,0.32,0.04,7.4,99.69,42,66.9,1.5,131,<0.1,1,2,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,335,81.2,65.4,47,2.8,28.9,0.8,<1,1.8,0.4,18.7,<1,0,1.6,<0.1,0.3,1.8,20.4,48.8,2.7,7.6,1.21,5.9,1.95,0.65,2.8,0.56,3.31,0.73,2.29,0.35,2.16,0.33,0.71
92J0697,N,51.09,0.916,13.89,13.83,0.19,6.26,9.23,2.56,0.5,0.067,0.004,0.02,0.26,1.2,99.77,88,59.1,1.4,22,0.1,<0.5,<0.5,0.2,0.3,<0.1,<0.01,<0.1,<0.5,378,22.8,42,52,13.3,97.8,1.1,<1,0.7,0.2,15.1,<1,0,1.4,0.1,0,2,23,49,2.5,7.2,1.16,6.3,2.05,0.77,2.84,0.57,3.68,0.85,2.61,0.41,2.65,0.42,0.89
00-CMV-032A,N,40.76,0.884,13.34,10.92,0.18,7.66,11.75,1,0.87,0.054,0.031,2.29,<0.02,12.2,99.73,334,98.7,0.3,57,<0.1,1,36.2,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,246,97.5,47.1,32,26,100,0.7,<1,0.7,0.2,13.9,<1,0,1.3,0.1,0.3,2.9,16.1,48,2.6,7.2,1.16,6,1.92,0.58,2.45,0.44,2.7,0.62,1.63,0.27,1.6,0.25,0.33
73S0412,N,50.48,0.922,13.86,12.08,0.17,7.35,8.79,3.06,0.21,0.077,0.011,0.02,0.03,2.7,99.76,21,57.5,0.6,31,<0.1,1.2,0.7,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,311,20.5,40,42,4.4,65.1,<0.1,<1,<0.5,0.1,13.3,<1,0,1.5,0.1,0.4,2,16.2,47,2.9,7.9,1.12,5.9,1.87,0.64,2.5,0.49,3.04,0.65,2.04,0.31,2.02,0.31,1.12
92J0733,N,48.45,0.895,13.42,12.46,0.2,6.03,9.31,1.25,0.16,0.062,0.008,1.13,0.1,7.5,99.79,24,104.4,0.8,89,<0.1,3.4,1.4,<0.1,<0.1,<0.1,<0.01,<0.1,0.5,338,49.7,47.3,46,6.2,82.7,0.3,<1,<0.5,0.1,15.3,<1,0,1.8,0.2,0.3,2,24.5,51.5,2.7,7.9,1.27,7.2,2.29,0.78,3.07,0.61,4.02,0.9,2.82,0.43,2.74,0.44,1.79
76J0678,N,48.11,0.984,14.74,12.62,0.2,6.96,10.61,2.27,0.43,0.103,0.032,0.02,0.08,2.7,99.77,55,122.1,1.8,53,<0.1,<0.5,0.7,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,265,53.2,43.7,41,10.2,143.7,<0.1,<1,<0.5,2.3,14.4,<1,0.1,1.7,0.2,0.2,2.6,21.1,56.1,4.5,11.7,1.73,7.7,2.44,0.84,3.07,0.59,3.66,0.76,2.33,0.36,2.3,0.37,0.66
92J0794,N,40.24,0.818,12.25,12.45,0.23,5.83,9.92,1.21,0.33,0.066,0.017,3.7,<0.02,16.4,99.79,53,81.8,0.6,66,<0.1,1.1,<0.5,<0.1,<0.1,0.2,<0.01,<0.1,<0.5,295,55.9,37.6,41,8.6,84,0.7,<1,1.1,0.1,15.4,<1,0,1.2,0.1,0,1.9,19,44.7,1.7,5,0.82,4.9,1.68,0.58,2.45,0.5,3.1,0.71,2.01,0.32,2.08,0.33,0.43
K61-09,N,41.13,0.988,14.79,11.31,0.17,5.38,9.31,1.55,0.41,0.078,0.015,3.3,0.02,14.7,99.79,88,89.5,0.5,89,<0.1,1.9,0.6,<0.1,<0.1,0.2,<0.01,<0.1,<0.5,250,103.5,51.5,30,11.2,81.6,0.9,<1,<0.5,0.2,15.2,<1,0.1,1.7,0.2,0.3,2.7,21.4,60.9,3.1,9,1.43,7.8,2.22,0.89,3.27,0.6,3.88,0.85,2.4,0.37,2.43,0.35,0.59
KL0787,N,47.28,0.91,13.58,12.99,0.19,6.97,13.06,1.7,0.3,0.069,0.043,0.24,<0.02,2.7,99.76,66,23.2,0.6,22,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,289,31.7,42.8,42,5.2,195.5,0.1,<1,0.8,5.7,16.1,<1,0,1.4,0.1,0.2,2.3,20,43,2.8,7.5,1.18,6.8,2.13,0.78,2.87,0.52,3.26,0.72,2.16,0.33,2.1,0.32,0.37
KL2059,N,49.52,0.845,12.6,11.96,0.19,7.27,11.81,1.06,2.04,0.1,0.052,0.16,0.04,2.3,99.73,240,43.8,0.6,17,<0.1,<0.5,2.2,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,230,27.4,41.3,34,45.5,300.4,0.6,<1,1.3,0.4,15.5,<1,0.1,1.7,0.2,0.4,2.9,23.2,63.7,4.2,11.3,1.6,7,2.48,0.85,3.41,0.65,3.9,0.78,2.55,0.38,2.45,0.37,0.78
92J0649,N,45.8,0.943,13.99,11.01,0.14,6.55,8.84,0.22,1.59,0.061,0.045,1.79,<0.02,10.6,99.78,212,86.9,1.1,65,0.1,<0.5,2.7,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,305,108.4,39.9,40,51.8,28.4,1.6,<1,<0.5,0.1,14.7,<1,0,1.2,0.1,0,1.7,18.3,40.3,2,5.2,0.93,4.7,1.66,0.59,2.34,0.5,3.05,0.68,2.02,0.32,1.89,0.32,0.83
73J1142,N,46.12,1.082,16.03,14.11,0.19,6.9,8.93,2.69,0.4,0.084,0.007,0.05,<0.02,3.2,99.75,84,61,1.6,57,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,257,84.6,55.6,33,10,145.4,0.2,<1,<0.5,0.1,18.4,<1,0.1,1.6,0.2,0.2,2.6,20.7,55.9,3.5,9.4,1.44,7.6,2.19,0.86,2.95,0.57,3.53,0.78,2.39,0.36,2.22,0.35,0.83
85J0246,N,47.65,0.985,14.49,13.71,0.2,6.18,11.79,3.06,0.48,0.086,0.04,0.04,0.03,1.1,99.78,36,67.8,1.2,20,<0.1,1.6,0.6,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,300,38.6,54.3,41,6.1,143.6,0.1,<1,<0.5,0.2,15.8,<1,0,1.8,0.2,0,2.4,23.1,53.7,3.3,8.8,1.5,7.8,2.45,0.89,3.35,0.63,3.95,0.82,2.58,0.4,2.46,0.37,0.89
73J1115,N,49.5,1.012,14.73,10.73,0.17,5.63,11.46,2.87,0.12,0.074,0.038,0.37,<0.02,3.4,99.78,46,84,1.1,28,<0.1,1,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,303,54.1,46.3,41,2.6,93.2,0.1,<1,<0.5,0.2,15.2,<1,0.1,1.9,0.2,0.4,2.6,22.3,56.7,3.1,8.9,1.37,6.7,2.22,0.75,3.03,0.61,3.79,0.8,2.51,0.37,2.42,0.36,0.74
TB09018,N,44.4,0.996,14.33,11.73,0.2,5.1,8.57,1.97,0.92,0.058,0.023,2.6,0.04,11.5,99.81,78,84.3,2.2,83,<0.1,<0.5,27.2,0.2,<0.1,0.2,<0.01,<0.1,<0.5,323,90.8,40.9,41,27.9,84.3,1.8,<1,0.5,<0.1,15.3,<1,0,1.3,0.1,0.2,1.7,16.8,41.5,1.9,5.2,0.87,4.6,1.56,0.61,2.27,0.44,2.75,0.6,1.78,0.28,1.86,0.28,1.48
CARN25-01,N,46.89,1.022,14.69,15.66,0.18,8.09,5.26,1.87,0.84,0.15,0.021,0.34,1,5.1,99.75,212,105.1,0.4,91,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,322,51.6,55.3,50,21.7,91.3,0.8,<1,<0.5,0.2,16.6,<1,0,1.7,0.2,0.3,2.7,19.8,59.8,6.6,19.1,2.59,12.3,2.84,0.97,3.25,0.57,3.53,0.79,2.32,0.34,2.56,0.38,0.75
85J0565,N,52.61,0.956,13.69,11.87,0.18,6.51,8.77,1.89,1.04,0.107,0.037,0.1,0.07,2.1,99.74,109,89.3,2,39,<0.1,<0.5,<0.5,<0.1,0.1,<0.1,<0.01,<0.1,<0.5,241,22.6,41.7,43,30,133.8,1.9,<1,<0.5,0.4,14.6,<1,0.2,2.9,0.3,0.5,4.9,31.5,106,5.6,16,2.32,11.5,3.44,1.04,4.46,0.88,5.47,1.15,3.62,0.58,3.62,0.58,1.49
73J1152,N,49.91,1.039,14.81,12.11,0.2,6.34,10.05,3.06,0.23,0.074,0.04,0.13,0.04,1.9,99.76,89,68.8,1.2,41,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,293,76.6,49.4,42,3.1,121.3,0.1,2,<0.5,0.1,16.7,<1,0,1.8,0.2,0.2,2.6,21.5,57.1,2.8,8.5,1.32,7.8,2.25,0.74,3.09,0.6,3.84,0.81,2.49,0.37,2.39,0.36,0.53
TI0427,N,52.82,1.059,15.07,11.12,0.29,5.49,7.23,4.94,0.48,0.1,0.025,<0.02,0.03,1.2,99.79,59,103.9,0.4,39,<0.1,2.1,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,355,14.1,39.2,44,18.3,302.4,0.4,<1,<0.5,<0.1,15.4,1,0.3,2,0.2,0.4,3.1,24.1,62.9,5.6,13.8,1.91,9.4,2.63,1.01,3.44,0.64,4,0.87,2.76,0.39,2.53,0.39,0.65
73J1127,N,47.96,1.044,14.81,13.29,0.25,5.59,9.79,3.39,0.33,0.08,0.042,0.37,<0.02,3.2,99.77,68,82.8,0.9,51,<0.1,0.7,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,307,86.7,45.3,42,7.3,102.8,0.2,<1,<0.5,0.2,14.9,<1,0.1,1.8,0.1,0,2.4,21.5,56.7,3.1,7.9,1.32,6.5,2.36,0.63,3.08,0.61,3.85,0.8,2.48,0.39,2.45,0.38,0.71
92J0414,N,47.22,0.885,12.51,9.53,0.2,4.01,7.93,0.42,3.22,0.095,0.017,3.18,<0.02,13.7,99.76,578,68.6,2.1,41,<0.1,2.3,<0.5,<0.1,<0.1,0.3,<0.01,<0.1,<0.5,257,83,29.2,33,94.6,137.5,1.7,1,2.8,1,15.2,1,0.3,2.2,0.2,1.2,2.9,22.5,72.9,5.4,13.7,1.91,8.7,2.49,0.75,3.24,0.59,3.75,0.85,2.4,0.38,2.38,0.38,0.77
76J0082,N,46.55,1.044,14.71,14.59,0.2,7.81,7.35,2.62,0.38,0.082,0.015,0.35,0.06,4.4,99.73,60,109.3,1.7,70,<0.1,14.6,0.6,<0.1,<0.1,0.2,<0.01,<0.1,<0.5,309,69.9,51.6,43,6.1,110.2,0.3,<1,<0.5,0.2,17.5,<1,0,1.7,0.1,0.3,2.4,21.6,57.1,3.5,9.1,1.41,7.6,2.34,0.86,3.05,0.58,3.67,0.85,2.41,0.4,2.44,0.38,1.24
76J0764,N,48.48,1.039,14.63,13.11,0.19,7.96,6.99,3.19,0.08,0.076,0.041,0.18,0.07,3.9,99.74,15,95.6,1.4,68,<0.1,1.4,1.6,<0.1,<0.1,<0.1,<0.01,<0.1,0.9,321,95.8,49.7,45,1.5,143.8,0.1,<1,1,0.2,17.2,<1,0,1.8,0.2,0,2.2,22.3,57.9,2.7,8,1.26,6.8,2.28,0.79,3.29,0.59,4.13,0.81,2.53,0.35,2.49,0.34,1.01
85J0097,N,47.76,1.085,15.27,12.51,0.18,5.62,11.82,2.76,0.48,0.084,0.025,0.1,0.08,2.2,99.78,72,117.7,1.4,44,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,303,41.8,43.7,37,12.2,280.6,0.2,<1,<0.5,0.9,17,<1,0,1.8,0.2,0.3,2.8,22,59.4,3.4,9.2,1.43,7.4,2.45,0.93,3.09,0.61,3.57,0.77,2.55,0.34,2.31,0.35,1.31
73J1124,N,51.75,1.018,14.27,10.58,0.18,5.72,10.95,2.49,0.17,0.074,0.039,0.26,0.07,2.5,99.78,53,89.6,0.6,40,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,296,86.7,46.3,41,3.3,80.1,0.2,<1,<0.5,0.2,14.5,<1,0,1.9,0.1,0.3,2.4,18,54.4,2.8,7.7,1.21,6.5,2.03,0.68,2.72,0.54,3.29,0.74,2.19,0.34,2.15,0.34,0.63
92J0617,N,52.34,1.02,14.04,12.67,0.204,5.95,10.29,1.24,0.83,0.09,0.017532,0.14,0.12,1.62,100.3,130,70,3,70,< 0.5,,< 5,< 0.5,< 0.4,,,< 0.1,,338,0,45,46,28,81,1,2,< 1,< 2,16,< 1,0,1.6,0.1,0.3,3,21,58,2.8,7.9,1.38,7.1,2.3,0.79,3.6,0.6,4,0.8,2.5,0.39,2.5,0.38,0
00-CMV-434A,N,46.27,0.954,13.05,10.96,0.26,5.64,11.37,2.56,1.89,0.086,0.022,1.29,0.11,6.6,99.71,739,86.4,0.8,43,<0.1,<0.5,1.9,<0.1,<0.1,<0.1,<0.01,<0.1,0.5,272,46.5,50.8,34,30.4,111.4,0.2,<1,<0.5,0.4,14.3,<1,0,1.7,0.2,0.3,3,17.6,57.9,3.8,10.8,1.57,7.9,2.28,0.77,2.94,0.52,3.22,0.64,1.93,0.29,1.7,0.25,0.22
KL0426,N,47.44,1.022,13.96,8.37,0.14,3.26,9.6,0.82,1.91,0.064,0.024,2.96,0.03,13.2,99.83,332,112.7,0.9,57,<0.1,<0.5,8.5,0.3,<0.1,<0.1,<0.01,<0.1,<0.5,318,57.7,31,41,54.9,155.2,2.2,<1,0.5,0.3,14.9,<1,0.1,1.9,0.2,0.5,3.4,28.9,70.4,5,12.9,1.97,9.7,2.84,0.8,3.94,0.77,5.06,1.08,3.12,0.48,3.13,0.46,0.66
P11-04,N,41.95,0.981,13.23,11.27,0.19,5.33,9.36,2.16,0.8,0.08,0.027,3.3,<0.02,14.4,99.82,164,70.3,4,90,<0.1,0.6,2.4,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,198,113.8,44.3,30,24.3,104.9,1,<1,0.7,0.2,14.6,<1,0.2,2.3,0.2,0.8,3.7,20,72.3,4.6,12.2,1.66,8,2.34,0.85,2.92,0.54,3.31,0.69,2.09,0.32,2.18,0.31,0.68
83J0297,N,49.08,0.984,13.25,12.83,0.21,8.08,9.29,3.6,0.25,0.083,0.039,0.02,0.25,2,99.69,58,80.2,0.7,48,<0.1,<0.5,0.5,<0.1,0.1,<0.1,<0.01,<0.1,<0.5,296,31.3,50.3,47,5.1,443.6,0.3,<1,1,15,16.7,<1,0,1.6,0.1,0.3,2.5,20.4,58.1,3.1,8.8,1.28,6.4,2.29,0.8,3.15,0.61,3.7,0.79,2.38,0.38,2.46,0.37,0.96
73J1208,N,47.69,1.073,14.44,13.98,0.25,6.36,9.37,3.38,0.11,0.081,0.028,0.11,<0.02,3,99.74,60,30.9,2.9,75,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,297,75.1,47.4,41,1.7,285.6,<0.1,3,<0.5,0.3,16.4,<1,0.1,2,0.2,0.2,2.7,23.9,61.5,4.2,10.3,1.63,8.4,2.48,0.88,3.31,0.64,3.92,0.88,2.62,0.4,2.52,0.39,0.58
76J0720,N,44.31,1.041,14,12.28,0.19,7.12,9.11,2.32,0.29,0.071,0.036,1.47,0.06,9,99.75,50,81,2,94,<0.1,0.6,0.6,<0.1,<0.1,<0.1,<0.01,<0.1,0.5,286,112.6,43.1,37,11.1,149,0.8,<1,<0.5,0.3,15.3,<1,0,1.5,0.2,0.4,2.7,17.4,50.5,2.9,7.8,1.23,6.2,1.87,0.7,2.52,0.49,2.97,0.66,1.92,0.31,1.96,0.28,0.62
TI1371,N,49.39,1.117,14.99,12.03,0.19,4.55,10.09,3,0.14,0.067,0.015,0.62,0.03,4.2,99.8,92,145.6,0.6,67,<0.1,1.3,2.3,<0.1,<0.1,0.2,<0.01,<0.1,<0.5,314,51.6,44.2,43,2.7,114.6,0.1,<1,<0.5,<0.1,15.3,<1,0,1.4,<0.1,0.3,2.1,19.6,48.6,2.5,7.4,1.17,6.9,2.12,0.83,2.94,0.55,3.36,0.76,2.27,0.36,2.21,0.35,0.51
73J1454,N,49.19,0.995,13.32,15.87,0.18,6.45,8.92,2.39,0.73,0.066,0.011,0.02,<0.02,1.6,99.76,91,50.8,2.4,25,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,354,19.6,56.6,53,19.5,119.5,0.3,<1,<0.5,0.3,15.1,<1,0,1.7,0.2,0.3,1.9,21.3,50.9,2.3,6.9,1.04,5.7,1.98,0.66,2.92,0.55,3.54,0.78,2.34,0.35,2.41,0.37,0.51
74J0171,N,48.27,1.06,13.91,13.74,0.21,8.21,8.05,1.91,0.39,0.061,0.029,0.03,0.05,3.9,99.74,51,132,1.8,83,<0.1,2,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,371,50.5,46.2,48,7.7,103.6,0.3,<1,<0.5,0.1,15.2,<1,0,1.6,0.1,0.3,2,19.8,51.1,2.8,7.9,1.23,6.7,2.1,0.76,2.86,0.55,3.45,0.76,2.25,0.32,2.27,0.34,0.75
76J0065,N,45.45,1.123,14.68,14.39,0.18,6.77,5.54,3.11,0.66,0.079,0.022,1.09,0.19,7.7,99.74,100,136.3,0.6,84,<0.1,1,0.8,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,346,104.8,50.1,46,18.5,75.4,1.1,<1,<0.5,0.3,16.3,<1,0,1.4,0.1,0.2,2,21.4,48.4,3.1,8.2,1.28,6.7,2.16,0.74,2.82,0.57,3.63,0.75,2.36,0.37,2.43,0.35,0.61
85J0104,N,50.36,1.092,14.25,12.2,0.19,6.97,8.35,3.74,0.35,0.076,0.038,0.08,0.2,2.2,99.78,86,45.8,1.2,68,<0.1,0.6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,312,57.2,42.4,39,8.8,149.3,0.3,<1,<0.5,0.3,13.9,<1,0,1.8,0.2,0.3,2.6,18.9,52.8,3.5,9.4,1.42,7.1,2.07,0.74,2.83,0.52,3.24,0.69,2.13,0.29,2.08,0.31,0.59
93D0295,N,48.77,1.053,13.72,14.73,0.22,7.2,9.23,2.07,0.35,0.089,0.008,<0.02,0.06,2.3,99.74,56,48.1,0.9,54,<0.1,<0.5,0.9,0.1,<0.1,<0.1,<0.01,<0.1,<0.5,348,61.6,60.7,42,7,145.5,0.2,<1,<0.5,0.1,18,<1,0,2.3,0.2,0.4,2.6,26.2,63.5,3.3,9.5,1.51,7.6,2.55,0.94,3.49,0.68,4.27,0.92,2.86,0.44,2.82,0.43,0.56
92J0238,N,50.73,1.076,13.96,14.51,0.24,6.25,7.47,3.81,0.53,0.078,0.004,0.02,0.02,1.1,99.75,136,46.6,0.9,28,<0.1,<0.5,0.7,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,371,11.5,46.1,49,22.1,142.8,0.4,<1,0.6,0.3,17.2,<1,0.1,2,0.2,0.3,2.4,25.9,61.1,2.9,9.3,1.46,7.7,2.6,0.82,3.55,0.69,4.27,0.96,2.89,0.44,2.84,0.45,0.56
76J0844,N,51.64,1.03,13.35,13.03,0.21,6.39,10.35,2.58,0.49,0.082,0.003,0.02,0.08,0.6,99.75,66,28.8,1.7,22,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,312,18.4,37.9,39,10.2,175.6,0.4,3,0.7,12.2,14.9,<1,0.1,2.5,0.2,0.6,3.4,23.6,80,4.8,12.8,1.8,9,2.64,0.86,3.46,0.69,4,0.86,2.62,0.4,2.51,0.39,1.53
92J0767,N,48.09,1.052,13.63,13.14,0.15,6.24,6.41,2.82,0.05,0.087,0.008,1.29,0.03,8.1,99.77,31,92,0.8,74,<0.1,18.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,385,47,44.5,47,1.4,52,0.2,<1,2.1,0.1,18.3,<1,0,2,0.1,0.4,2.6,24.6,65.5,2.7,8,1.32,7.2,2.5,0.9,3.4,0.68,4.37,0.97,2.77,0.43,2.74,0.42,1.12
73J1555,N,51.22,1.054,13.64,14.19,0.22,5.51,9.62,2.21,0.28,0.086,0.005,0.02,0.06,1.7,99.78,40,134.1,1,33,<0.1,2.6,<0.5,<0.1,<0.1,0.2,<0.01,<0.1,<0.5,310,12,46.5,43,4.2,100.2,0.2,<1,<0.5,0.2,16.7,<1,0.1,2.1,0.2,0.3,2.6,21.9,63.5,3.8,10.2,1.48,7.6,2.39,0.84,3.29,0.63,3.99,0.84,2.51,0.4,2.47,0.37,0.69
TI1544,N,47.6,1.292,16.64,10.94,0.16,5.55,10.3,3.15,0.22,0.18,0.037,<0.02,0.12,3.7,99.78,64,83.9,0.2,53,<0.1,0.7,0.6,<0.1,<0.1,<0.1,0.01,<0.1,<0.5,215,24.3,35,42,4.6,281.6,0.3,<1,<0.5,<0.1,14.3,<1,0,2.2,0.2,0.2,3.6,21.2,75.5,4.2,12.3,1.84,9.6,2.73,0.99,3.6,0.64,3.95,0.76,2.21,0.35,2.19,0.35,0.85
73J1120,N,47.43,1.171,15.07,12.28,0.17,8,9.99,1.86,0.49,0.082,0.043,0.08,<0.02,3.1,99.73,58,85.1,1,55,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,323,93.8,47.3,39,13.3,115.5,0.2,<1,<0.5,<0.1,17.8,<1,0,1.7,0.2,0,2.5,22,57,3.6,9.1,1.45,7.5,2.44,0.9,3.29,0.62,3.89,0.84,2.45,0.4,2.32,0.36,0.56
73S1114,N,50.88,1.092,14.05,12.77,0.18,6.67,7.59,3.61,0.22,0.093,0.007,<0.02,<0.02,2.6,99.77,53,3,0.3,41,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,326,14.8,40.9,46,5.1,119.7,0.3,<1,<0.5,<0.1,15,<1,0,2,0.2,0.3,3.2,23.9,69.3,3.4,10.2,1.55,8.4,2.83,1.09,3.47,0.65,4.11,0.9,2.91,0.42,2.77,0.42,0.85
76J0076,N,46.05,1.093,13.87,7.94,0.13,4.14,7.79,6.38,1.3,0.127,0.02,3.04,3.09,10.9,99.79,128,86.7,3.2,50,0.1,69.4,2.7,0.3,<0.1,<0.1,0.02,<0.1,<0.5,250,69.6,45.9,44,27,122,0.9,<1,106.5,0.2,16.2,<1,0,1.6,0.1,0.3,2.1,18.4,47.7,2.2,6.8,1.06,5.8,2,0.76,2.57,0.49,3.21,0.66,2.01,0.31,2.12,0.3,0.95
