SampleID,SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,Total C,Total S,LOI,Sum,Ba,Cu,Pb,Zn,Ag,Au,As,Sb,Bi,Cd,Hg,Tl,Se,V,Ni,Co,Sc,Rb,Sr,Cs,Sn,W,Mo,Ga,Be,U,Hf,Ta,Th,Nb,Y,Zr,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Wgt,Affinity,Group,Total_BM
KL0825 27FT,49.94,1.982,13.08,16.67,0.24,6.17,7.97,2.55,0.37,0.284,0.011,<0.02,0.04,0.5,99.74,61,35.9,0.7,32,<0.1,4.2,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,446,17.4,43.3,45,9.7,119.8,0.5,<1,0.8,3,19.1,<1,0.1,3.5,0.3,0.5,4.8,43.5,112.5,5.7,16.9,2.7,14.8,4.8,1.6,6.5,1.2,7.4,1.6,4.7,0.7,4.6,0.7,0.7,THOL,Mafic ,68.6
92J0817,52.92,1.963,12.5,16.1,0.22,4.25,3.22,2.08,0.17,0.15,0.001,0.64,0.11,5.6,99.13,46,40,3,180,< 0.5,,< 5,< 0.5,< 0.4,,,< 0.1,,494,,53,45,8,78,< 0.5,2,< 1,< 2,20,< 1,< 0.1,3.1,0.3,0.6,6,31,107,5.7,15.5,2.5,12.8,3.7,1.1,5.6,0.9,5.9,1.3,3.9,0.6,4.1,0.6,,THOL,Mafic ,223
KID057,48.14,2.01,12.71,13.99,0.21,4.04,7.12,2.04,1.09,0.215,0.008,1.51,0.15,8.2,99.78,245,100,1,147,<0.1,1,0.7,<0.1,<0.1,<0.1,<0.01,<0.1,1,386,59.5,55,43,37.8,112.9,1.3,3,<0.5,0.5,20.3,1,0.3,5.4,0.5,0.7,8,45.3,154.6,8.7,24.5,3.7,17.1,5.3,1.6,7.1,1.3,7.8,1.7,5,0.7,5,0.7,1.2,THOL,Mafic ,248
83J0368,47.92,1.993,12.51,19.3,0.27,5.47,7.47,3.02,0.3,0.178,0.007,0.02,0.07,1.3,99.73,45,79.5,0.7,33,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,507,14.1,55.9,54,6.7,103.1,0.1,<1,<0.5,0.4,17.5,<1,0.2,2.5,0.3,0.5,4.2,32.6,89.9,4.3,13.1,2.1,11.4,3.4,1.2,4.7,0.9,5.5,1.2,3.5,0.6,3.5,0.5,0.7,THOL,Mafic ,113.2
BH-23-1 144.8M,52.96,1.999,12.36,10.91,0.14,5.37,5.9,3.93,0.06,0.351,0.009,0.73,0.77,5.8,99.78,8,5.8,3.2,97,<0.1,23.5,3.4,0.2,0.1,<0.1,<0.01,<0.1,1.4,314,53.5,56.2,44,0.4,31,0.1,2,6.9,1.8,17.2,<1,0.6,3.7,0.3,1.2,5.6,49.5,128.1,5.3,19.2,3.5,20.8,7.3,2.9,9.2,1.6,8.6,2,5.1,0.7,4.5,0.7,0.5,THOL,Mafic ,106
74F1207,48.97,2.323,14.32,14.69,0.29,5.62,8.8,2.69,0.25,0.25,0.021,0.07,0.03,1.5,99.74,81,53.4,3.7,44,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,431,45.3,55.6,37,7.8,191.2,0.2,<1,<0.5,0.2,19,<1,<0.1,2.4,0.2,0.2,3.3,27.3,80.1,3.8,11.3,1.8,9.6,3.3,1.4,4.4,0.8,4.9,1,3.2,0.5,3,0.4,0.7,THOL,Mafic ,101.1
KL1652 128FT,47.58,2.204,13.57,16.59,0.2,6.35,6.81,2.69,0.21,0.175,0.012,0.07,0.12,3.3,99.73,27,38.3,0.4,72,<0.1,4.1,0.7,0.2,<0.1,<0.1,<0.01,<0.1,<0.5,502,33.2,43.2,49,5.6,133,0.1,<1,<0.5,0.3,19.1,<1,0.1,2.6,0.3,0.4,3.9,31.2,88.3,4.9,14.3,2.1,10.9,3.5,1.4,4.7,0.9,5.3,1.2,3.4,0.5,3.4,0.5,0.6,THOL,Mafic ,110.7
92J0777,49.9,2.08,12.72,17.36,0.24,4.44,6.84,3.46,0.15,0.219,0.003,0.09,0.07,2.4,99.76,95,50.8,2.6,93,0.1,2.1,0.6,0.2,<0.1,<0.1,<0.01,<0.1,<0.5,428,22.8,42,45,5.1,150.4,1,1,<0.5,0.2,19.4,<1,0.1,3.1,0.3,0.5,4.4,42.3,104.5,5.5,16.2,2.6,14,4.4,1.6,6,1.1,7,1.5,4.5,0.7,4.5,0.7,0.9,THOL,Mafic ,146.4
73J1804,49.48,2.018,12.33,18.59,0.23,4.81,7.04,3.3,0.45,0.147,0.003,0.06,0.08,1.3,99.75,70,77.4,1.2,159,<0.1,<0.5,<0.5,<0.1,<0.1,0.2,0.02,<0.1,<0.5,473,12.1,45,47,14.8,135.1,0.6,<1,<0.5,0.4,21.3,<1,0.1,3.7,0.4,0.4,5.5,43.6,133.3,5.8,17.6,2.6,15.1,4.7,1.4,6.5,1.2,7.4,1.6,4.9,0.7,4.7,0.7,0.5,THOL,Mafic ,237.6
76J0070,49.12,2.274,13.85,9.28,0.13,2.3,6.26,4.5,2.34,0.171,0.003,2.67,0.76,9.6,99.79,72,31.7,1.8,78,<0.1,26.4,3.3,0.2,<0.1,<0.1,0.01,<0.1,<0.5,566,22.6,45.7,55,46.4,77.2,1.5,<1,37.9,0.2,22.7,1,0.2,3.5,0.3,0.5,4.5,27.5,102.5,5.2,14.6,2.2,10.3,3.3,1.4,4.1,0.8,4.8,1,3,0.5,3,0.4,0.3,THOL,Mafic ,111.5
TI1638,41.31,1.863,11.27,16.04,0.18,3.79,11.35,2.05,0.02,0.19,<0.002,2.42,<0.02,11.7,99.83,18,77.3,2,125,<0.1,1.2,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.6,423,21.7,49.9,43,0.5,164.4,0.3,1,<0.5,0.2,16.2,<1,<0.1,2.7,0.3,0.4,4.1,27.6,89.9,5.5,13.9,2.2,10.5,3.4,1.1,4.3,0.8,4.7,1,2.8,0.4,2.8,0.4,0.6,THOL,Mafic ,204.3
KL0796 34FT,47.87,2.195,13.01,16.5,0.24,6.32,8.86,2.13,0.83,0.22,0.016,0.12,0.25,1.6,99.76,58,57.4,0.6,38,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.5,398,31.8,46.1,42,28.7,112.7,0.7,<1,0.6,0.4,17.2,<1,0.1,2.2,0.2,0.2,3.2,27.2,74.6,4,11.2,1.8,9,2.9,1.2,4.1,0.8,4.3,1,3,0.5,2.8,0.5,0.5,THOL,Mafic ,96
73S0763,50.35,2.037,11.83,19,0.24,4.19,7.85,1.92,0.16,0.16,<0.002,0.04,0.19,2,99.75,34,75.4,1.7,105,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,398,6.7,46.7,43,4.3,132.3,0.5,3,<0.5,0.5,19.1,<1,0.2,3.8,0.3,0.7,5.7,43.6,119.2,8.4,21.1,3.1,15.4,4.5,1.7,6,1.1,7.3,1.6,4.6,0.7,4.6,0.7,0.7,THOL,Mafic ,182.1
GOL057,48.37,2.163,12.44,19.02,0.25,3.82,5.41,3.35,0.74,0.162,<0.002,0.09,0.41,4.1,99.83,123,19.9,0.6,128,<0.1,1.5,1.4,<0.1,<0.1,<0.1,0.03,<0.1,0.6,242,1.6,43.6,44,28.7,98,9.2,1,0.6,0.3,21.7,<1,0.1,3.8,0.3,0.4,5.5,44,120.2,6.4,18.2,2.8,14.4,4.6,1.6,6.4,1.2,7.3,1.6,4.9,0.8,4.8,0.8,0.6,THOL,Mafic ,148.5
74F1187,54.62,2.111,12.14,15.8,0.18,3.79,4.41,4.45,0.18,0.523,<0.002,0.04,0.12,1.6,99.82,44,10.3,1.2,37,<0.1,1.2,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,89,1,21.3,36,5.1,104.8,0.2,<1,2.2,0.3,20,<1,0.2,4.8,0.4,0.4,6.1,53.7,161,6,17.8,3.1,17,5.6,2.3,7.9,1.5,9,1.9,5.8,0.9,5.7,0.9,1.2,THOL,Mafic ,48.5
74F1204,45.67,2.413,13.71,18.22,0.22,6.04,9.23,2.16,0.57,0.226,0.02,0.02,0.1,1.2,99.7,83,110.7,1.3,38,<0.1,1.1,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,578,34.4,49,47,25.9,195.4,0.9,<1,0.6,0.6,18,<1,<0.1,2.3,0.2,0.3,3.3,28.8,78.1,3.7,11.2,1.8,9.5,3.1,1.3,4.3,0.8,4.9,1.1,3.3,0.5,3.1,0.5,1.2,THOL,Mafic ,150
KID091,43.08,2.619,14.77,20.67,0.31,3.64,4.6,2.87,0.55,0.378,0.009,0.9,0.38,6.3,99.8,139,80.2,2.6,212,<0.1,1.7,4.3,<0.1,<0.1,0.1,0.01,<0.1,<0.5,351,48.5,48.4,32,18.1,98.4,0.6,2,<0.5,0.2,23.5,<1,0.2,4.1,0.7,0.4,11,29.2,137.7,7.8,23,3.5,18.7,5.1,1.7,6.1,1,5.7,1.2,3.2,0.5,3.1,0.4,0.9,THOL,Mafic ,294.8
85J0800,45.38,2.301,12.46,20.7,0.29,5.36,5.7,3.6,0.12,0.316,0.005,0.28,<0.02,3.5,99.73,32,39.3,0.8,95,<0.1,<0.5,27.4,0.1,<0.1,<0.1,<0.01,<0.1,<0.5,463,39.7,47.8,50,2.8,73.4,0.3,<1,<0.5,<0.1,17.5,<1,0.1,2.3,0.3,<0.2,4.9,25.5,91.5,4.3,12.7,1.9,9.5,3.2,1.4,4.2,0.8,5.2,1,3.1,0.5,3.2,0.5,1,THOL,Mafic ,135.1
KL1631 198FT,55.43,2.075,11.19,13.62,0.1,3.52,5.21,3.42,0.06,0.418,<0.002,0.66,1,4.8,99.83,14,9.9,1.6,89,<0.1,105.9,3.4,<0.1,0.1,<0.1,<0.01,<0.1,0.9,228,19,29.7,37,0.4,42.9,<0.1,<1,5.6,0.9,18.5,<1,0.2,4,0.4,0.7,5.6,43.2,150.6,3.1,13.3,2.6,16.2,5.3,2.1,7.3,1.3,8.2,1.7,4.6,0.7,4.7,0.7,0.6,THOL,Mafic ,100.5
73J1798,49.85,2.227,11.79,18.23,0.25,4.09,7.47,4,0.43,0.192,<0.002,0.03,<0.02,1.2,99.76,77,96,1.8,30,<0.1,0.9,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,294,5,49,47,12.3,197.6,1.2,2,<0.5,0.2,18.2,<1,0.2,4.2,0.4,0.5,6.5,51.3,145.7,9.1,23.6,3.5,18.2,5.6,1.8,7.3,1.4,8.5,1.8,5.8,0.8,5.3,0.9,1.1,THOL,Mafic ,127.8
74F1164,53.14,2.319,11.66,14.98,0.17,3.67,9.34,2,0.09,0.371,<0.002,<0.02,0.02,2,99.77,12,4.4,1.4,49,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,242,5.3,26.7,34,1.9,516.5,<0.1,<1,0.7,0.3,23,<1,0.2,3.7,0.4,0.3,5,44.5,120.4,8.8,22.9,3.4,17.8,5.3,1.9,6.6,1.2,7.7,1.6,4.7,0.7,4.6,0.7,0.6,THOL,Mafic ,54.8
74F1205,54.61,2.57,12.87,12.57,0.25,4.17,6.39,3.73,0.32,0.489,0.003,0.03,0.32,1.8,99.8,175,35.4,5.3,68,<0.1,<0.5,<0.5,<0.1,0.2,<0.1,<0.01,<0.1,<0.5,183,7.5,23.9,41,11.8,69.9,0.7,<1,0.9,16,20.5,<1,0.1,3.4,0.4,0.5,5.2,44,121.1,6.5,18.3,3,16.6,5,2.1,7,1.3,7.7,1.6,5,0.7,4.6,0.7,1.1,THOL,Mafic ,108.7
BH-23-1 76.3M,38.23,2.489,12.42,13.8,0.11,3.25,13.3,5.21,0.11,0.347,<0.002,2.38,0.99,10.5,99.82,10,5.4,1.5,63,<0.1,14.2,9.3,0.1,0.2,<0.1,<0.01,<0.1,0.6,331,36.2,52.6,42,0.6,79.4,<0.1,1,8.2,0.6,16.6,<1,0.3,3.3,0.3,0.8,5.1,35.9,113.3,3.9,14,2.9,17.2,5.9,2,7,1.2,6.8,1.4,3.7,0.6,3.3,0.5,0.6,THOL,Mafic ,69.9
85J0100,47.8,2.325,11.54,19.29,0.26,4.62,8.66,3.99,0.26,0.093,<0.002,0.05,0.33,0.9,99.75,111,25.2,3.1,33,<0.1,10.3,<0.5,<0.1,0.2,0.1,<0.01,<0.1,<0.5,586,3.3,44.7,49,5.5,155.6,0.8,<1,<0.5,0.5,20.4,<1,0.1,3.1,0.2,0.5,4.3,31.9,99.8,5.8,15.8,2.5,12,3.7,1.3,4.8,0.9,5.3,1.2,3.7,0.5,3.4,0.5,0.7,THOL,Mafic ,61.3
74F0144,49.19,2.48,12.3,17.34,0.22,4.7,6.5,2.07,0.18,0.326,<0.002,0.35,0.06,4.4,99.75,54,58.2,0.7,145,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,451,39.9,44.8,42,3.1,102.3,0.3,<1,<0.5,0.3,18.7,<1,<0.1,2.9,0.2,0.5,4.4,35.4,107.3,5.4,15.6,2.4,13.2,4,1.5,5.6,1,6.1,1.3,3.8,0.5,3.6,0.6,1.1,THOL,Mafic ,203.9
74F1214,49.84,2.63,12.85,15.97,0.2,3.93,7.18,5.36,0.38,0.288,0.01,0.06,0.11,1.1,99.75,64,86.6,3.9,42,<0.1,<0.5,<0.5,<0.1,0.1,<0.1,<0.01,<0.1,<0.5,519,20.4,41.8,44,8.8,175.9,0.2,<1,0.7,5.8,17.6,<1,<0.1,2.6,0.2,<0.2,3.5,31.6,86.1,4.1,12,1.9,10.3,3.6,1.3,4.7,0.9,5.4,1.2,3.6,0.5,3.3,0.5,1,THOL,Mafic ,132.5
74F1178,46.62,2.683,12.57,17.83,0.23,5.44,8.08,2.93,0.25,0.258,0.012,0.18,<0.02,2.8,99.72,40,54.3,1,62,<0.1,1.2,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,575,45.3,44.3,44,8.4,173.3,0.2,<1,<0.5,0.2,18.4,<1,<0.1,3,0.2,0.4,4,33.3,95,4.7,12.4,2.1,10.5,3.6,1.5,4.7,0.9,5.7,1.2,3.5,0.6,3.5,0.5,0.8,THOL,Mafic ,117.3
74F1182,46.82,2.728,12.69,17.16,0.25,6.93,7.11,2.48,0.38,0.289,0.01,0.02,0.28,2.9,99.72,74,44.9,1.3,59,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.6,493,39.4,42.3,44,10.2,106.1,0.5,<1,<0.5,0.1,17.2,<1,<0.1,3.1,0.2,0.4,4,34.2,94.6,4.7,13.3,2.1,11,3.8,1.3,5.1,1,5.9,1.3,3.8,0.5,3.5,0.6,0.8,THOL,Mafic ,105.2
74J0839,46.75,2.741,12.66,17.58,0.28,5.86,10.11,2.08,0.54,0.275,0.012,0.03,0.18,0.8,99.73,69,57.8,3,40,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,549,29.4,47.4,47,21.3,102.8,0.3,<1,<0.5,5.8,17.7,<1,<0.1,2.2,0.2,0.5,3.1,29.6,82.9,3.6,11.1,1.8,9.8,3.2,1.3,4.4,0.8,5.2,1,3.2,0.5,3,0.5,0.8,THOL,Mafic ,100.8
74F1196,46.84,2.825,12.95,17.28,0.22,6.65,8.38,1.96,0.5,0.285,0.011,0.04,0.06,1.8,99.7,248,31.7,1.5,55,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,518,35.8,43.6,45,13.8,149.8,0.8,<1,<0.5,0.4,18.9,<1,<0.1,2.8,0.2,0.4,3.7,33.3,93.5,4.5,12.5,2.1,11.5,3.7,1.5,4.9,0.9,5.7,1.2,3.6,0.5,3.5,0.6,0.8,THOL,Mafic ,88.2
74F0127,45.71,2.637,11.77,19.22,0.3,5.51,8.86,2.27,0.5,0.247,0.005,0.07,0.05,2.7,99.72,89,49.9,2.8,110,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,557,42.6,42.1,45,10.5,114.2,0.4,<1,<0.5,0.1,17,<1,<0.1,2.9,0.2,0.5,4,33.4,96.5,4.4,12.6,2.1,10.9,3.5,1.5,4.9,0.9,5.5,1.2,3.6,0.5,3.4,0.5,0.8,THOL,Mafic ,162.7
73S0711,48.07,2.529,11.05,20.83,0.28,4.15,8.26,2.32,0.12,0.15,<0.002,0.05,0.32,2,99.77,42,70.6,1.8,75,<0.1,12.7,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,604,4.1,59.6,54,3.4,98.9,0.6,<1,<0.5,0.3,21.7,<1,0.1,3.4,0.3,0.4,5.3,35,105.5,5.8,16.7,2.6,13,4.2,1.4,5.6,1.1,6.7,1.4,4.3,0.6,4.2,0.6,0.6,THOL,Mafic ,147.4
74F0624,50.7,2.728,11.48,17.42,0.26,5.25,5.31,2.55,1.16,0.327,<0.002,0.04,<0.02,2.6,99.76,284,11.1,2.6,113,<0.1,<0.5,0.6,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,323,9.2,33.8,42,19.5,84.3,0.7,<1,<0.5,0.2,17.8,<1,<0.1,3.5,0.3,0.6,5,41.6,122.3,6.1,18.3,2.8,14.8,4.9,1.8,6.3,1.2,7.2,1.5,4.4,0.6,4.1,0.7,0.9,THOL,Mafic ,126.7
74F1190,49.46,3.14,12.61,15.51,0.25,3.36,11.3,1.39,0.22,0.337,0.011,0.04,0.18,2.1,99.71,42,60.6,2.3,53,<0.1,1.2,<0.5,<0.1,0.1,<0.1,<0.01,<0.1,<0.5,587,37.1,40.3,53,5.6,584.4,0.2,<1,3.6,0.4,24.3,<1,<0.1,3.1,0.3,0.2,4.4,40,105.8,5.1,14.7,2.5,12.2,4.5,1.8,5.9,1.1,6.6,1.5,4.4,0.7,4.2,0.6,1,THOL,Mafic ,115.9
93J0625,57.96,1.114,12.81,10.56,0.13,4.04,7.38,3.52,0.3,0.18,0.027,0.06,0.04,1.8,99.83,68,47.7,1.2,39,<0.1,1,0.7,0.1,<0.1,<0.1,<0.01,<0.1,<0.5,151,22.9,22.5,31,8.1,313.2,0.2,2,<0.5,0.4,20.9,1,0.2,4.7,0.4,1,6.7,60.6,161.2,9.6,26.2,4.1,20.8,6.3,2,8.5,1.6,10,2.2,6.4,1,6.1,1,0.9,THOL,Mafic ,87.9
SAS 1075-027 92.2M,61.29,1.02,9.55,7.92,0.13,2.99,7.14,2.31,0.54,0.154,0.009,1.17,0.06,6.8,99.83,91,43.5,1.1,52,<0.1,259.2,1.2,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,221,33,22.7,25,12.8,100.7,0.5,1,0.9,0.3,12.8,<1,0.2,4,0.3,0.5,5.2,43.3,121.4,6.2,19.7,3,14.6,5.1,1.4,6.5,1.2,7.7,1.7,5,0.8,4.9,0.8,0.7,THOL,Mafic ,96.6
73S0619,58.64,1.329,12.41,13.59,0.22,2.52,3.62,4.75,0.28,0.24,<0.002,0.05,0.04,2.3,99.9,59,4.7,1,45,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,22,0.6,23,23,10.2,108.1,1,<1,<0.5,0.2,21.2,<1,0.5,5.4,0.4,1.5,7.1,42.6,174.6,11.3,30.7,4.4,21.3,5.7,1.7,6.7,1.2,7.1,1.5,4.3,0.7,4.1,0.7,0.5,THOL,Mafic ,50.7
73J1760,57.77,1.276,11.51,12.65,0.21,1.95,9.78,1.44,0.08,0.444,<0.002,0.22,<0.02,2.8,99.87,23,2,0.6,53,<0.1,0.6,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,<8,0.7,19.9,28,2,88.4,0.7,1,<0.5,0.4,24.2,<1,0.3,4.8,0.4,1.1,8.5,49.8,163.1,10.9,27.4,4.3,21.2,6.2,1.9,7.5,1.4,8.3,1.8,5.4,0.8,5,0.8,0.8,THOL,Mafic ,55.6
92J0150,56.5,1.331,11.94,15.35,0.25,2.3,5.27,3.17,1.14,0.432,0.002,0.02,2.26,2.1,99.82,241,77.4,8.1,48,0.3,10.1,<0.5,0.1,2.1,<0.1,0.02,<0.1,1.1,16,1.3,21.5,31,38.7,165.7,1.7,<1,0.9,5.2,19.1,1,0.3,4.6,0.4,0.9,7.6,61.6,157.8,10.1,30.7,4.8,24.8,7.5,2.3,9.4,1.7,10.2,2.2,6.7,1,6.2,1,0.6,THOL,Mafic ,133.5
93D0304,54.77,1.511,13.28,14.72,0.19,3.95,5.18,3.3,0.2,0.391,0.009,0.03,0.03,2.3,99.82,53,17.7,0.4,76,<0.1,1.8,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,99,21.6,26.7,32,7.1,101,0.2,<1,<0.5,0.4,22.2,1,0.3,5.8,0.6,0.8,8,66.3,171,10.1,28.6,4.6,24.5,7.3,2.4,9.8,1.8,11.3,2.4,7.2,1.1,6.9,1.1,0.5,THOL,Mafic ,94.1
TI1049,55.63,1.376,12.03,14.71,0.27,2.61,4.59,3.44,0.25,0.527,0.004,0.51,0.05,4.4,99.86,167,16.1,0.9,138,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,0.01,<0.1,<0.5,29,11.7,22.5,31,7.8,123.4,6.7,2,<0.5,0.5,21.7,1,0.2,6,0.6,1.2,9.2,68.5,193.4,11.8,33.4,5.1,23.4,8.7,3.3,11.6,2.2,13.1,2.8,8.2,1.3,7.9,1.2,0.7,THOL,Mafic ,155
GOL219,53.29,1.271,11.06,12.84,0.21,2.15,5.38,2.44,0.43,0.461,0.004,2.71,0.4,10.3,99.84,86,28.1,2.4,132,0.1,1,87.6,1.3,<0.1,0.2,0.08,0.7,<0.5,37,12.5,31.5,28,9.4,80.9,0.9,2,1.1,0.4,21.6,1,0.2,5.1,0.4,1.1,8.2,65.7,171.7,11.3,32.1,5.1,26,7.9,2.6,10.6,1.9,11,2.4,7,1.1,6.8,1.1,0.9,THOL,Mafic ,162.5
92J0083,53.51,1.516,13.16,15.16,0.23,6.38,4.64,1.63,0.51,0.366,0.022,0.04,0.29,2.7,99.79,155,53.1,1.8,76,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.9,114,27.4,27.9,34,12.7,95.5,0.6,2,<0.5,0.6,20.6,<1,0.3,5.4,0.5,0.8,7.6,62.5,164.9,9.7,27.9,4.3,21.8,7.2,2.4,9.5,1.7,10.7,2.2,7,1.1,6.8,1.1,1.2,THOL,Mafic ,130.9
GOL046,53.01,1.377,11.84,13.24,0.15,2.56,5.68,1.61,0.58,0.511,0.004,2.11,0.09,9.3,99.89,123,4.9,0.5,79,<0.1,1.3,2,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,31,6.4,12.5,30,14.1,60.5,1.5,<1,2.4,0.2,22.5,1,0.2,5.9,0.6,1,9,73,193.1,11.4,33.5,5.2,28.5,8.5,2.6,11.4,2,12.7,2.7,8,1.2,7.8,1.2,1,THOL,Mafic ,84.4
TB09009,53.06,1.398,11.92,16.79,0.25,3.2,4.75,2.39,0.01,0.494,0.005,0.81,0.05,5.6,99.84,15,24.2,0.5,154,<0.1,1,4,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,32,9.2,20.6,32,0.2,82.5,0.2,1,2.3,0.5,21,<1,0.2,5.4,0.5,0.8,6.9,69.7,164.8,14.5,36.9,6,31.9,8.9,2.9,11.4,2,12.1,2.7,7.6,1.2,7.3,1.2,1.2,THOL,Mafic ,178.7
TI4463,53.69,1.2,10.17,17.73,0.1,3.72,0.66,0.24,1.5,0.45,0.004,1.14,7.16,10.4,99.86,129,6.4,11.5,188,0.9,4.2,68.1,0.2,2.4,0.1,0.05,<0.1,1.6,24,19.8,37,25,28.3,26.6,0.3,2,2.2,0.6,20.8,<1,0.3,4.7,0.4,0.8,7.1,55.8,150.2,8.1,22.4,3.3,16.4,5.6,2.5,7.9,1.5,9.5,2,6.2,1,6.1,1,0.8,THOL,Mafic ,205.9
SAS 505-340 31.2M,48.02,1.303,11.04,14.19,0.22,2.3,5.39,2.86,0.92,0.475,0.004,3.37,0.72,13.1,99.83,121,25,0.9,86,<0.1,196.5,276.8,4.2,<0.1,0.1,<0.01,<0.1,<0.5,34,7.4,18.2,29,23.4,200.9,1,1,17.4,0.4,18.8,<1,0.2,5.2,0.4,0.9,7.8,62.8,168.8,10.9,32.7,4.7,24.8,7.6,2.4,9.8,1.8,11.4,2.4,7,1.1,6.5,1.1,0.5,THOL,Mafic ,111.9
TI4444,55.15,1.371,11.51,12.26,0.31,3.73,4.96,1.47,0.57,0.508,0.004,1.64,0.76,8,99.86,94,18.3,7.7,192,0.2,2.2,8.8,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,31,25,20.3,29,13.2,71.4,0.2,1,0.6,0.6,20.4,<1,0.3,5,0.5,1.1,7.7,66.7,169.7,10.1,28.7,4.8,24.5,7.6,2.1,9.7,1.8,11,2.4,7.1,1.1,7.3,1.1,1.4,THOL,Mafic ,218
SAS 400-U246 62.1M,49.57,1.269,10.64,13.76,0.22,2.41,5.59,2.11,1.24,0.467,0.004,3.5,0.15,12.6,99.84,105,22.3,0.6,84,<0.1,3.3,23.5,0.9,<0.1,0.2,0.01,<0.1,<0.5,31,6.3,17.2,28,28.3,143.3,1,1,3.1,0.5,19,<1,0.2,5,0.4,0.8,7.6,61.3,163.1,10.6,30.3,4.5,23.4,7.4,2.5,9.6,1.8,11,2.4,6.9,1,6.5,1,0.8,THOL,Mafic ,106.9
SAS 400-U246 50.3M,52.07,1.325,11.09,14.39,0.21,2.48,5.67,3.23,0.12,0.476,0.004,2.1,0.07,8.8,99.84,20,13,0.6,177,<0.1,1,2.8,0.5,<0.1,0.2,<0.01,<0.1,<0.5,37,7.1,18.6,29,2.8,123.8,0.2,2,2.7,0.5,18.6,<1,0.3,5,0.4,0.8,7.9,63.5,167.2,10,29,4.5,23.8,7.9,2.5,9.9,1.8,10.9,2.4,7.1,1,6.5,1,0.6,THOL,Mafic ,190.6
TI4102,57.04,1.396,11.64,15.61,0.23,2.87,2.64,1.25,0.72,0.503,0.004,0.83,2.44,5.9,99.75,103,11.3,29.7,857,0.4,5.1,23.5,0.1,0.8,2,0.06,<0.1,0.8,47,8.3,22.6,31,15.1,38.3,0.2,1,0.6,0.6,21.9,<1,0.3,5.6,0.5,1,8.1,67.2,173.6,11.5,33.2,5.2,27.3,8,2.1,10.8,1.9,12.3,2.5,7.3,1.1,6.7,1.1,0.6,THOL,Mafic ,898
TB09034,51.67,1.155,9.62,13.9,0.24,3.48,6.83,1.99,0.1,0.416,0.003,2.64,<0.02,10.4,99.85,34,14.4,0.3,117,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,0.6,48,20.8,19.9,32,2.2,68.3,<0.1,1,<0.5,0.2,16.3,<1,0.2,4.4,0.4,0.6,6.5,54.2,144.3,9,26,4,21.7,6.8,2,9,1.6,9.7,2.1,6.2,1,5.8,0.9,1.2,THOL,Mafic ,131.7
TI1480,54.3,1.521,12.58,15.92,0.29,3.29,3.71,2.75,0.03,0.53,0.006,0.64,0.18,4.9,99.83,13,65,2.3,201,<0.1,1.7,16.6,<0.1,<0.1,0.6,<0.01,<0.1,0.6,35,12.6,23.9,33,0.4,66.8,<0.1,<1,0.7,0.4,22.3,2,0.2,5.2,0.5,0.7,8.3,70.6,182.3,10.7,31.9,4.9,26.6,8.3,2.3,11.4,2.1,12.5,2.7,8,1.2,7.4,1.2,0.3,THOL,Mafic ,268.3
